"Count";"NC_Id";"Species";"Domain";"Realm";"Phylum";"Subphylum";"Class";"Order";"Suborder";"Family";"Subfamily";"Genus"
2257;"NC_007289.1";"Potato virus S";"Viruses";"Riboviria";NA;NA;NA;"Tymovirales";NA;"Betaflexiviridae";"Quinvirinae";"Carlavirus"
2258;"NC_014406.1";"Human polyomavirus 6";"Viruses";NA;NA;NA;NA;NA;NA;"Polyomaviridae";NA;"Deltapolyomavirus"
2259;"NC_014407.1";"Human polyomavirus 7";"Viruses";NA;NA;NA;NA;NA;NA;"Polyomaviridae";NA;"Deltapolyomavirus"
2260;"NC_010821.1";"Pseudomonas phage 201phi2-1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Phikzvirus"
2261;"NC_013007.1";"Carrot yellow leaf virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Closteroviridae";NA;"Closterovirus"
2262;"NC_007642.1";"Lettuce necrotic yellows virus";"Viruses";"Riboviria";"Negarnaviricota";"Haploviricotina";"Monjiviricetes";"Mononegavirales";NA;"Rhabdoviridae";NA;NA
2263;"NC_001498.1";"Measles virus";"Viruses";"Riboviria";"Negarnaviricota";"Haploviricotina";"Monjiviricetes";"Mononegavirales";NA;"Paramyxoviridae";"Orthoparamyxovirinae";"Morbillivirus"
2264;"NC_010832.1";"Lettuce virus X";"Viruses";"Riboviria";NA;NA;NA;"Tymovirales";NA;"Alphaflexiviridae";NA;"Potexvirus"
2265;"NC_030949.1";"Clostridium phage phiCTC2A";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
2266;"NC_030950.1";"Clostridium phage phiCT19406A";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
2267;"NC_003897.1";"Tomato leaf curl Karnataka virus";"Viruses";NA;NA;NA;NA;NA;NA;"Geminiviridae";NA;"Begomovirus"
2268;"NC_001706.1";"Lactococcus phage c2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
2269;"NC_013638.1";"Pseudomonas phage phi-2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";"Phikmvvirus"
2270;"NC_014087.1";"Torque teno douroucouli virus";"Viruses";NA;NA;NA;NA;NA;NA;"Anelloviridae";NA;"Zetatorquevirus"
2271;"NC_014088.1";"Torque teno mini virus 3";"Viruses";NA;NA;NA;NA;NA;NA;"Anelloviridae";NA;"Betatorquevirus"
2272;"NC_014089.1";"Torque teno mini virus 5";"Viruses";NA;NA;NA;NA;NA;NA;"Anelloviridae";NA;"Betatorquevirus"
2273;"NC_014090.1";"Torque teno mini virus 4";"Viruses";NA;NA;NA;NA;NA;NA;"Anelloviridae";NA;"Betatorquevirus"
2274;"NC_014091.1";"Torque teno virus 16";"Viruses";NA;NA;NA;NA;NA;NA;"Anelloviridae";NA;"Alphatorquevirus"
2275;"NC_014093.1";"Torque teno midi virus 2";"Viruses";NA;NA;NA;NA;NA;NA;"Anelloviridae";NA;"Gammatorquevirus"
2276;"NC_030951.1";"Clostridium phage phiCTC2B";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
2277;"NC_011269.2";"Mycobacterium phage ScottMcG";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Bixzunavirus"
2278;"NC_013643.1";"Enterococcus phage phiFL2A";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Phifelvirus"
2279;"NC_014095.1";"Torque teno mini virus 6";"Viruses";NA;NA;NA;NA;NA;NA;"Anelloviridae";NA;"Betatorquevirus"
2280;"NC_014097.1";"Torque teno mini virus 1";"Viruses";NA;NA;NA;NA;NA;NA;"Anelloviridae";NA;"Betatorquevirus"
2281;"NC_014099.1";"Sulfolobus turreted icosahedral virus 2";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
2282;"NC_006367.1";"Magnaporthe oryzae virus 1";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Totiviridae";NA;"Victorivirus"
2283;"NC_013644.1";"Enterococcus phage phiFL4A";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
2284;"NC_013646.1";"Enterococcus phage phiFL1A";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Phifelvirus"
2285;"NC_013648.1";"Enterococcus phage phiFL3A";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Phifelvirus"
2286;"NC_013650.1";"Mycobacterium phage ET08";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Bixzunavirus"
2287;"NC_003555.1";"Giardia lamblia virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Totiviridae";NA;"Giardiavirus"
2288;"NC_007456.1";"Enterobacteria phage K1F";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";"Teseptimavirus"
2289;"NC_011270.1";"Mycobacterium phage Spud";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Bixzunavirus"
2290;"NC_011067.1";"Epirus cherry virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Botourmiaviridae";NA;"Ourmiavirus"
2291;"NC_007721.1";"Cotton leaf curl Multan virus satellite U36-1";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
2292;"NC_011271.1";"Mycobacterium phage Cali";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Bixzunavirus"
2293;"NC_011272.1";"Mycobacterium phage Rizal";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Bixzunavirus"
2294;"NC_000855.1";"Viral hemorrhagic septicemia virus Fil3";"Viruses";"Riboviria";"Negarnaviricota";"Haploviricotina";"Monjiviricetes";"Mononegavirales";NA;"Rhabdoviridae";NA;"Novirhabdovirus"
2295;"NC_006876.1";"Tomato leaf curl Mayotte virus";"Viruses";NA;NA;NA;NA;NA;NA;"Geminiviridae";NA;"Begomovirus"
2296;"NC_007212.1";"Ludwigia yellow vein virus-associated DNA beta";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
2297;"NC_014126.1";"Providence virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;NA;NA;NA
2298;"NC_008603.1";"Paramecium bursaria Chlorella virus FR483";"Viruses";NA;NA;NA;NA;NA;NA;"Phycodnaviridae";NA;"Chlorovirus"
2299;"NC_007803.1";"Beilong virus";"Viruses";"Riboviria";"Negarnaviricota";"Haploviricotina";"Monjiviricetes";"Mononegavirales";NA;"Paramyxoviridae";"Orthoparamyxovirinae";"Jeilongvirus"
2300;"NC_007213.1";"Sida yellow vein virus satellite DNA beta";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
2301;"NC_001914.1";"Rice tungro bacilliform virus";"Viruses";NA;NA;NA;NA;"Ortervirales";NA;"Caulimoviridae";NA;"Tungrovirus"
2302;"NC_001492.1";"Cryphonectria hypovirus 1";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Hypoviridae";NA;"Hypovirus"
2303;"NC_001721.1";"Olive latent virus 1";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Tombusviridae";"Procedovirinae";"Alphanecrovirus"
2304;"NC_000882.1";"Pepper leaf curl virus";"Viruses";NA;NA;NA;NA;NA;NA;"Geminiviridae";NA;"Begomovirus"
2305;"NC_011273.1";"Mycobacterium phage Myrna";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
2306;"NC_018285.1";"Streptococcus phage YMC-2011";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
2307;"NC_011530.1";"Caretta caretta papillomavirus 1";"Viruses";NA;NA;NA;NA;NA;NA;"Papillomaviridae";"Firstpapillomavirinae";"Dyozetapapillomavirus"
2308;"NC_009737.2";"Bacillus virus 1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Svunavirus"
2309;"NC_003607.2";"Helminthosporium victoriae virus 190S";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Totiviridae";NA;"Victorivirus"
2310;"NC_009805.1";"Wheat eqlid mosaic virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Potyviridae";NA;"Tritimovirus"
2311;"NC_007218.1";"Penaeus monodon hepandensovirus 1";"Viruses";NA;NA;NA;NA;NA;NA;"Parvoviridae";"Densovirinae";"Hepandensovirus"
2312;"NC_007921.1";"Agrotis segetum nucleopolyhedrovirus";"Viruses";NA;NA;NA;NA;NA;NA;"Baculoviridae";NA;"Alphabaculovirus"
2313;"NC_011659.1";"Schlumbergera virus X";"Viruses";"Riboviria";NA;NA;NA;"Tymovirales";NA;"Alphaflexiviridae";NA;"Potexvirus"
2314;"NC_014137.1";"Slow bee paralysis virus";"Viruses";"Riboviria";NA;NA;NA;"Picornavirales";NA;"Iflaviridae";NA;"Iflavirus"
2315;"NC_008574.2";"Ralstonia phage RSM1";"Viruses";NA;NA;NA;NA;NA;NA;"Inoviridae";NA;"Habenivirus"
2316;"NC_008575.1";"Ralstonia phage RSS1";"Viruses";NA;NA;NA;NA;NA;NA;"Inoviridae";NA;NA
2317;"NC_008519.1";"Mastomys coucha papillomavirus 2";"Viruses";NA;NA;NA;NA;NA;NA;"Papillomaviridae";"Firstpapillomavirinae";"Pipapillomavirus"
2318;"NC_008517.1";"Tomato leaf curl Pune virus";"Viruses";NA;NA;NA;NA;NA;NA;"Geminiviridae";NA;"Begomovirus"
2319;"NC_014547.1";"Digitaria didactyla striate mosaic virus";"Viruses";NA;NA;NA;NA;NA;NA;"Geminiviridae";NA;"Mastrevirus"
2320;"NC_011620.1";"Potato virus X";"Viruses";"Riboviria";NA;NA;NA;"Tymovirales";NA;"Alphaflexiviridae";NA;"Potexvirus"
2321;"NC_007216.1";"Wisteria vein mosaic virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Potyviridae";NA;"Potyvirus"
2322;"NC_007808.1";"Pseudomonas phage PA11";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;NA
2323;"NC_007810.1";"Pseudomonas phage F8";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Pbunavirus"
2324;"NC_009031.1";"Tomato leaf curl Seychelles virus";"Viruses";NA;NA;NA;NA;NA;NA;"Geminiviridae";NA;"Begomovirus"
2325;"NC_009020.1";"Bat coronavirus HKU5-1";"Viruses";"Riboviria";NA;NA;NA;"Nidovirales";"Cornidovirineae";"Coronaviridae";"Orthocoronavirinae";"Merbecovirus"
2326;"NC_009014.1";"Erwinia amylovora phage Era103";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";"Zindervirus"
2327;"NC_002588.1";"Chayote mosaic virus";"Viruses";"Riboviria";NA;NA;NA;"Tymovirales";NA;"Tymoviridae";NA;"Tymovirus"
2328;"NC_009657.1";"Scotophilus bat coronavirus 512";"Viruses";"Riboviria";NA;NA;NA;"Nidovirales";"Cornidovirineae";"Coronaviridae";"Orthocoronavirinae";"Alphacoronavirus"
2329;"NC_001364.1";"Simian foamy virus";"Viruses";NA;NA;NA;NA;"Ortervirales";NA;"Retroviridae";"Spumaretrovirinae";"Simiispumavirus"
2330;"NC_008198.1";"Mycobacterium phage PBI1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Pbi1virus"
2331;"NC_008317.1";"Siegesbeckia yellow vein Guangxi virus";"Viruses";NA;NA;NA;NA;NA;NA;"Geminiviridae";NA;"Begomovirus"
2332;"NC_004324.3";"Cestrum yellow leaf curling virus";"Viruses";NA;NA;NA;NA;"Ortervirales";NA;"Caulimoviridae";NA;"Soymovirus"
2333;"NC_009994.1";"Tobacco vein banding mosaic virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Potyviridae";NA;"Potyvirus"
2334;"NC_003976.2";"Ljungan virus";"Viruses";"Riboviria";NA;NA;NA;"Picornavirales";NA;"Picornaviridae";NA;NA
2335;"NC_009884.1";"Acidianus filamentous virus 2";"Viruses";NA;NA;NA;NA;"Ligamenvirales";NA;"Lipothrixviridae";NA;"Deltalipothrixvirus"
2336;"NC_009761.3";"Staphylococcus phage tp310-1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Biseptimavirus"
2337;"NC_009763.3";"Staphylococcus phage tp310-3";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Biseptimavirus"
2338;"NC_028880.1";"Citrobacter phage phiCFP-1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";"Teseptimavirus"
2339;"NC_011803.1";"Cactus mild mottle virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Virgaviridae";NA;"Tobamovirus"
2340;"NC_008033.1";"Starling circovirus";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;"Circovirus"
2341;"NC_008294.1";"Pseudomonas phage PRR1";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Leviviridae";NA;NA
2342;"NC_008329.1";"Tomato leaf curl Guangxi virus";"Viruses";NA;NA;NA;NA;NA;NA;"Geminiviridae";NA;"Begomovirus"
2343;"NC_006441.1";"Amasya cherry disease-associated mycovirus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Partitiviridae";NA;"Alphapartitivirus"
2344;"NC_011703.1";"Pseudomonas phage 14-1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Pbunavirus"
2345;"NC_012418.1";"Pseudomonas phage phikF77";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Autographivirinae";"Phikmvvirus"
2346;"NC_008189.1";"Human papillomavirus type 101";"Viruses";NA;NA;NA;NA;NA;NA;"Papillomaviridae";"Firstpapillomavirinae";"Gammapapillomavirus"
2347;"NC_009019.1";"Bat coronavirus HKU4-1";"Viruses";"Riboviria";NA;NA;NA;"Nidovirales";"Cornidovirineae";"Coronaviridae";"Orthocoronavirinae";"Merbecovirus"
2348;"NC_004003.1";"Goatpox virus Pellor";"Viruses";NA;NA;NA;NA;NA;NA;"Poxviridae";"Chordopoxvirinae";"Capripoxvirus"
2349;"NC_004689.1";"Mycobacterium phage Barnyard";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Barnyardvirus"
2350;"NC_014064.1";"Freesia mosaic virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Potyviridae";NA;"Potyvirus"
2351;"NC_008034.1";"Dracaena mottle virus";"Viruses";NA;NA;NA;NA;"Ortervirales";NA;"Caulimoviridae";NA;NA
2352;"NC_009820.1";"Mycobacterium phage Tweety";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Cheoctovirus"
2353;"NC_028886.1";"Bacillus phage phi4B1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
2354;"NC_015522.1";"Switchgrass mosaic virus";"Viruses";"Riboviria";NA;NA;NA;"Tymovirales";NA;"Tymoviridae";NA;NA
2355;"NC_015523.1";"Asclepias asymptomatic virus";"Viruses";"Riboviria";NA;NA;NA;"Tymovirales";NA;"Tymoviridae";NA;"Tymovirus"
2356;"NC_015521.1";"Cutthroat trout virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Hepeviridae";NA;NA
2357;"NC_015524.1";"Bombyx mori Macula-like virus";"Viruses";"Riboviria";NA;NA;NA;"Tymovirales";NA;"Tymoviridae";NA;"Maculavirus"
2358;"NC_009561.1";"Lindernia anagallis yellow vein virus satellite DNA beta";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
2359;"NC_009965.1";"Acidianus rod-shaped virus 1";"Viruses";NA;NA;NA;NA;"Ligamenvirales";NA;"Rudiviridae";NA;"Rudivirus"
2360;"NC_009127.1";"Cyprinid herpesvirus 3";"Viruses";NA;NA;NA;NA;"Herpesvirales";NA;"Alloherpesviridae";NA;"Cyprinivirus"
2361;"NC_009541.1";"Propionibacterium phage PA6";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Pahexavirus"
2362;"NC_008522.1";"Finch circovirus";"Viruses";NA;NA;NA;NA;NA;NA;"Circoviridae";NA;"Circovirus"
2363;"NC_008035.3";"Antheraea pernyi nucleopolyhedrovirus";"Viruses";NA;NA;NA;NA;NA;NA;"Baculoviridae";NA;"Alphabaculovirus"
2364;"NC_002548.1";"Acute bee paralysis virus";"Viruses";"Riboviria";NA;NA;NA;"Picornavirales";NA;"Dicistroviridae";NA;"Aparavirus"
2365;"NC_006953.1";"Listonella phage phiHSIC";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
2366;"NC_009816.1";"Corynebacterium phage P1201";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
2367;"NC_009819.1";"Streptococcus phage P9";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Brussowvirus"
2368;"NC_015292.1";"Erwinia phage phiEa104";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Ounavirinae";"Kolesnikvirus"
2369;"NC_009756.1";"Marine RNA virus SOG";"Viruses";"Riboviria";NA;NA;NA;NA;NA;NA;NA;NA
2370;"NC_010295.1";"Phaius virus X";"Viruses";"Riboviria";NA;NA;NA;"Tymovirales";NA;"Alphaflexiviridae";NA;"Potexvirus"
2371;"NC_010306.1";"Gill-associated virus";"Viruses";"Riboviria";NA;NA;NA;"Nidovirales";"Ronidovirineae";"Roniviridae";"Okanivirinae";"Tipravirus"
2372;"NC_007049.1";"Staphylococcus phage 53";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
2373;"NC_001430.1";"Human enterovirus D";"Viruses";"Riboviria";NA;NA;NA;"Picornavirales";NA;"Picornaviridae";NA;"Enterovirus"
2374;"NC_004093.1";"OkLCV satDNA 10";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
2375;"NC_008311.1";"Norovirus GV";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Caliciviridae";NA;NA
2376;"NC_009225.1";"Torque teno midi virus 1";"Viruses";NA;NA;NA;NA;NA;NA;"Anelloviridae";NA;"Gammatorquevirus"
2377;"NC_014068.1";"Torque teno mini virus 8";"Viruses";NA;NA;NA;NA;NA;NA;"Anelloviridae";NA;"Betatorquevirus"
2378;"NC_014070.1";"Torque teno sus virus 1a";"Viruses";NA;NA;NA;NA;NA;NA;"Anelloviridae";NA;"Iotatorquevirus"
2379;"NC_014072.1";"Torque teno felis virus";"Viruses";NA;NA;NA;NA;NA;NA;"Anelloviridae";NA;"Etatorquevirus"
2380;"NC_014073.1";"Torque teno virus 28";"Viruses";NA;NA;NA;NA;NA;NA;"Anelloviridae";NA;"Alphatorquevirus"
2381;"NC_014594.1";"Tomato leaf curl Bangladesh betasatellite";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
2382;"NC_014595.1";"Shigella phage SP18";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";"Tevenvirinae";NA
2383;"NC_008464.1";"Stx2-converting phage 86";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";"Sepvirinae";"Traversvirus"
2384;"NC_011069.1";"Ourmia melon virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Botourmiaviridae";NA;"Ourmiavirus"
2385;"NC_011800.1";"Human T-lymphotropic virus 4";"Viruses";NA;NA;NA;NA;"Ortervirales";NA;"Retroviridae";"Orthoretrovirinae";"Deltaretrovirus"
2386;"NC_014074.1";"Torque teno virus 27";"Viruses";NA;NA;NA;NA;NA;NA;"Anelloviridae";NA;"Alphatorquevirus"
2387;"NC_014077.1";"Torque teno virus 14";"Viruses";NA;NA;NA;NA;NA;NA;"Anelloviridae";NA;"Alphatorquevirus"
2388;"NC_014078.1";"Torque teno virus 19";"Viruses";NA;NA;NA;NA;NA;NA;"Anelloviridae";NA;"Alphatorquevirus"
2389;"NC_014079.1";"Torque teno virus 26";"Viruses";NA;NA;NA;NA;NA;NA;"Anelloviridae";NA;"Alphatorquevirus"
2390;"NC_014080.1";"Torque teno virus 7";"Viruses";NA;NA;NA;NA;NA;NA;"Anelloviridae";NA;"Alphatorquevirus"
2391;"NC_014081.1";"Torque teno virus 3";"Viruses";NA;NA;NA;NA;NA;NA;"Anelloviridae";NA;"Alphatorquevirus"
2392;"NC_014084.1";"Torque teno virus 8";"Viruses";NA;NA;NA;NA;NA;NA;"Anelloviridae";NA;"Alphatorquevirus"
2393;"NC_014085.1";"Torque teno tamarin virus";"Viruses";NA;NA;NA;NA;NA;NA;"Anelloviridae";NA;"Epsilontorquevirus"
2394;"NC_028908.2";"Achromobacter phage phiAxp-3";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;"Jwalphavirus"
2395;"NC_015506.1";"Banana streak CA virus";"Viruses";NA;NA;NA;NA;"Ortervirales";NA;"Caulimoviridae";NA;"Badnavirus"
2396;"NC_011292.1";"Mycobacterium phage Konstantine";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Barnyardvirus"
2397;"NC_011066.1";"Epirus cherry virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Botourmiaviridae";NA;"Ourmiavirus"
2398;"NC_010521.1";"Squash vein yellowing virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Potyviridae";NA;"Ipomovirus"
2399;"NC_012958.1";"Drosophila A virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;NA;NA;NA
2400;"NC_012959.1";"Human adenovirus 54";"Viruses";NA;NA;NA;NA;NA;NA;"Adenoviridae";NA;"Mastadenovirus"
2401;"NC_006564.1";"Canine papillomavirus 2";"Viruses";NA;NA;NA;NA;NA;NA;"Papillomaviridae";"Firstpapillomavirinae";"Taupapillomavirus"
2402;"NC_007913.1";"Konjac mosaic virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Potyviridae";NA;"Potyvirus"
2403;"NC_007458.1";"Bacillus phage Gamma";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Wbetavirus"
2404;"NC_001515.2";"Murine polyomavirus strain BG";"Viruses";NA;NA;NA;NA;NA;NA;"Polyomaviridae";NA;"Alphapolyomavirus"
2405;"NC_010954.1";"Fritillary virus Y";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Potyviridae";NA;"Potyvirus"
2406;"NC_001639.1";"Lactate dehydrogenase-elevating virus";"Viruses";"Riboviria";NA;NA;NA;"Nidovirales";"Arnidovirineae";"Arteriviridae";"Variarterivirinae";NA
2407;"NC_006939.1";"Olive mild mosaic virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Tombusviridae";"Procedovirinae";"Alphanecrovirus"
2408;"NC_011344.1";"Staphylococcus phage phi2958PVL";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;"Triavirus"
2409;"NC_011400.1";"Astrovirus MLB1";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Astroviridae";NA;NA
2410;"NC_012519.1";"African oil palm ringspot virus";"Viruses";"Riboviria";NA;NA;NA;"Tymovirales";NA;"Betaflexiviridae";"Quinvirinae";"Robigovirus"
2411;"NC_014252.1";"Panax virus Y";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Potyviridae";NA;"Potyvirus"
2412;"NC_012493.1";"Tomato leaf curl Patna betasatellite";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
2413;"NC_011551.1";"Bacteriophage APSE-2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;NA
2414;"NC_011589.1";"Stenotrophomonas phage S1";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
2415;"NC_011756.1";"Pseudomonas phage SN";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Pbunavirus"
2416;"NC_012757.1";"Vibrio phage VEJphi";"Viruses";NA;NA;NA;NA;NA;NA;"Inoviridae";NA;"Fibrovirus"
2417;"NC_013006.1";"Kalanchoe latent virus";"Viruses";"Riboviria";NA;NA;NA;"Tymovirales";NA;"Betaflexiviridae";"Quinvirinae";"Carlavirus"
2418;"NC_014630.1";"Euphorbia yellow mosaic virus associated DNA 1";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
2419;"NC_013021.1";"Cyanophage PSS2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
2420;"NC_013424.1";"Leucas zeylanica yellow vein virus satellite DNA beta";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
2421;"NC_013028.1";"Circovirus-like genome CB-A";"Viruses";NA;NA;NA;NA;NA;NA;NA;NA;NA
2422;"NC_014324.1";"Turnip curly top virus";"Viruses";NA;NA;NA;NA;NA;NA;"Geminiviridae";NA;"Turncurtovirus"
2423;"NC_014647.1";"Malvastrum yellow vein Changa Manga virus";"Viruses";NA;NA;NA;NA;NA;NA;"Geminiviridae";NA;"Begomovirus"
2424;"NC_014082.1";"Torque teno mini virus 7";"Viruses";NA;NA;NA;NA;NA;NA;"Anelloviridae";NA;"Betatorquevirus"
2425;"NC_014086.1";"Torque teno mini virus 2";"Viruses";NA;NA;NA;NA;NA;NA;"Anelloviridae";NA;"Betatorquevirus"
2426;"NC_014631.1";"Spinach severe curly top virus";"Viruses";NA;NA;NA;NA;NA;NA;"Geminiviridae";NA;"Curtovirus"
2427;"NC_012210.1";"Red clover vein mosaic virus";"Viruses";"Riboviria";NA;NA;NA;"Tymovirales";NA;"Betaflexiviridae";"Quinvirinae";"Carlavirus"
2428;"NC_012211.2";"Allium virus X";"Viruses";"Riboviria";NA;NA;NA;"Tymovirales";NA;"Alphaflexiviridae";NA;"Potexvirus"
2429;"NC_014094.1";"Torque teno virus 6";"Viruses";NA;NA;NA;NA;NA;NA;"Anelloviridae";NA;"Alphatorquevirus"
2430;"NC_014127.1";"Chiltepin yellow mosaic virus";"Viruses";"Riboviria";NA;NA;NA;"Tymovirales";NA;"Tymoviridae";NA;"Tymovirus"
2431;"NC_001426.1";"Enterobacteria phage GA";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Leviviridae";NA;"Levivirus"
2432;"NC_013597.1";"Aggregatibacter phage S1249";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
2433;"NC_013599.1";"Xylella phage Xfas53";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;NA
2434;"NC_015393.1";"Celery mosaic virus";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Potyviridae";NA;"Potyvirus"
2435;"NC_007022.1";"Aeromonas phage 31";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;"Biquartavirus"
2436;"NC_015283.1";"Prochlorococcus phage P-RSM4";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Myoviridae";NA;NA
2437;"NC_015568.1";"Clostridium phage phiCD38-2";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Siphoviridae";NA;NA
2438;"NC_014900.1";"Salmonella phage ST160";"Viruses";NA;NA;NA;NA;"Caudovirales";NA;"Podoviridae";NA;"Lederbergvirus"
2439;"NC_007549.1";"Adult diarrheal rotavirus strain J19";"Viruses";"Riboviria";NA;NA;NA;NA;NA;"Reoviridae";"Sedoreovirinae";"Rotavirus"
